12,1,1998150,-682
12,2,1998668,-164
12,3,1999140,308
12,4,1998705,-127
12,5,1998662,-170
12,6,1998171,-661
12,7,1999068,236
12,8,1998528,-304
12,9,1998729,-103
12,10,1998734,-98
12,11,1998527,-305
