13,1,2003797,3797
13,2,2003744,3744
13,3,2003808,3808
13,4,2004017,4017
13,5,2003953,3953
13,6,2003854,3854
13,7,2003807,3807
13,8,2003711,3711
13,9,2003688,3688
13,10,2003727,3727
13,11,2003704,3704
