13,1,2003190,-554
13,2,2003702,-42
13,3,2004306,562
13,4,2003899,155
13,5,2003901,157
13,6,2003473,-271
13,7,2004454,710
13,8,2004092,348
13,9,2004249,505
13,10,2004259,515
13,11,2004188,444
