11,1,2001233,1233
11,2,2001268,1268
11,3,2001381,1381
11,4,2001187,1187
11,5,2001197,1197
11,6,2001164,1164
11,7,2001131,1131
11,8,2001205,1205
11,9,2001088,1088
11,10,2001153,1153
11,11,2001113,1113
