10,1,2002803,-35
10,2,2002859,21
10,3,2002784,-54
10,4,2002828,-10
10,5,2002852,14
10,6,2002814,-24
10,7,2002748,-90
10,8,2002867,29
10,9,2002937,99
10,10,2002893,55
10,11,2002731,-107
