12,1,1998941,-1059
12,2,1998885,-1115
12,3,1998732,-1268
12,4,1998721,-1279
12,5,1998623,-1377
12,6,1998769,-1231
12,7,1998795,-1205
12,8,1998644,-1356
12,9,1998712,-1288
12,10,1998650,-1350
12,11,1998588,-1412
